F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
92.04,2434.38,137.48,UK,-35.59,-1858.94,17.64,53.02,-11.81,30.82,-55.44,32.22,-1952.8,-892.52,-8596.53,Low,2460.75,3,2.11,840.1,9303.28,932.31,23737.89,17.35,2089.92,2038.8,64.36,-12677.79,0.55,-129.96,-204.7,1.42,23.64,5,52.57
96.28,1386.87,198.27,UK,-8.2,-1118.6,12.94,46.82,-6.94,29.86,-15.86,29.6,-1611.64,-1143.37,-7811.1,High,2035.92,3,4.31,587.11,-7776.22,2095.59,29065.5,20.94,4117.65,2034.03,70.14,-21367.14,0.93,6.15,-105.12,20.74,22.74,5,-8.93
217.26,3873.72,196.42,USA,15.08,-1085.1,14.49,76.38,-13.22,23.96,-28.06,33.02,-1921.14,-629.65,-5963.46,Medium,2527.2,5,0.73,1075.74,12588.16,3422.76,31299.57,18.81,3342.6,2406.3,76.98,-17292.84,0.01,-8.97,-184.38,5.44,41.61,6,589.48
152.68,2860.98,226.57,Rest,-0.29,-813.8,21.61,34.18,-12.73,22.46,76.24,29.82,-2114.34,-1739.61,-7964.61,Very high,3080.67,4,1.81,1133.52,14614.66,3719.1,28412.16,18.01,3707.13,1247.64,77.46,-18143.19,0,23.61,-149.22,13.54,26.1,5,326.42
287.2,2167.95,188.19,UK,11.95,-1070.84,13.98,57.2,-8.57,29.76,89.9,31.56,-2037.18,-643.71,-7606.89,Low,2822.31,2,7.5,862.51,7792.68,4029.54,38900.25,17.17,1880.31,1416.81,60.74,-12563.04,6.61,-61.53,-168.88,0.44,25.65,7,-8.93
167.86,122.55,189.01,UK,-3.09,-1406.74,9.51,61.66,-8.05,20.54,-39.4,40.58,-1671.28,-442.89,-7513.44,Low,2140.41,3,1.76,570.04,14517.84,3000.69,26787.42,20.22,4495.86,3153.99,74.8,-5788.35,49.33,-102.27,-198.02,6.34,28.59,6,-7.04
130.92,2178.3,209.49,Europe,5.48,-441.72,15.97,53.9,-6.86,10.06,42.06,33.68,-1741.76,-661.11,-5589.57,High,1311.48,3,1.51,925.42,16355.16,3580.74,18023.52,22.45,4348.44,3031.41,68.66,-22601.46,2.15,-52.59,-169.46,4.52,31.41,1,411.76
259.8,1413.15,184.48,UK,17.19,-321.86,11.93,55.96,-9.76,22.96,62.58,38.96,-2896.88,-326.3,-5851.05,Very high,1992.9,0,13.69,892.92,36594.12,3269.37,18420.12,25.67,4808.85,1507.14,79.78,-37803.99,4.12,-88.68,-164.26,2.72,35.76,3,-8.93
160.4,3415.68,167.25,Europe,-108.47,-1029.26,18.69,58.92,-6.04,20.74,33.32,32.7,299.94,-921.35,-9282.66,Very low,2867.64,4,1.48,420.18,13576.52,3228.39,15719.73,13.32,3168.9,3402.87,71.1,-30617.1,3.73,90.27,-272.48,7.62,8.67,3,-8.93
148.04,1410.81,203.07,UK,-12.72,-15.66,15.7,51.28,-10.62,31.06,25.64,19.64,-1041.64,-1431.31,-7486.32,High,1889.43,1,1.13,782.08,7875.28,1071.84,27664.02,26.14,4502.1,2385.3,69.62,-25606.95,4.78,-190.5,-178,6.74,27,6,21.9
312.04,1697.25,214.53,USA,-15.32,-360.54,15.6,55.7,-9.37,23.6,-25.26,42.02,495.44,-963.45,-9851.25,Low,2499.93,5,6.4,1019.02,19070.58,4481.04,18354.24,19.38,4603.65,855.9,80.56,-9880.95,119.71,-101.91,-219.4,6.3,20.13,4,11.66
95.5,3161.34,181.26,UK,18.38,-153.6,16.82,60,-6.74,23.3,95.26,19.84,-1211.72,-1239.11,-6543.9,Low,2875.32,2,0.75,350.4,37830.54,2692.65,33764.25,27.34,393.6,1582.83,72.5,-9981.18,3.68,-15.69,-81.1,4.88,19.14,6,-8.93
94.02,2726.49,187.17,Rest,-25.55,-1013.9,11.76,53.28,-2.58,25.48,129.54,16.8,-1322.82,-925.91,-9103.53,Low,884.79,3,3,321.3,20536.28,2682.24,8721.24,12.57,2141.91,1656.36,68.24,2038.65,57.3,-118.35,-242.4,9.42,27.21,7,-8.93
145.94,2953.5,137.64,Europe,3.51,-454.34,13.89,45.9,-8.6,19.62,-100.72,41.14,-251.58,-733.32,-9046.65,Very low,2625.12,3,10.03,572,15402.06,4871.7,21762.51,14.4,2344.17,492.39,58.08,-27363.72,0.24,-41.49,-151.34,0.44,37.08,1,-8.93
74.82,1894.26,140.27,USA,32.43,-852.56,14.45,66.6,-1.31,30.26,43.66,37.06,-2537.3,-1033.25,-8132.37,Very low,1399.56,6,6.2,974.58,19734.52,3406.65,30826.14,5.37,1711.77,1595.7,67.48,-21314.16,0,-125.58,-164.62,9.14,26.82,4,-8.93
185.64,4064.49,205.58,Rest,24.16,-1674.78,18.39,50.36,-15.41,26,-71.92,35.08,-1911.96,-1456.03,-8581.53,Low,1783.26,6,1.7,373.42,17107.46,3337.08,21459.27,17.44,3913.23,3849,73.84,-21978.27,312.59,-38.61,-184.38,3.34,32.73,5,364.89
88.38,3900.45,254.37,Rest,96.31,-293.58,17.16,51.58,-6.83,23.5,59,32.96,-1203.18,-1404.2,-8371.32,High,3358.08,6,3.81,831,10709.84,4394.7,16407.63,11.75,4411.26,1119.03,65.86,-14300.37,0.82,-71.49,-118.9,8.58,26.37,4,178.2
119.14,2264.28,96.8,Rest,32.82,-489.9,16.96,37.84,-8.86,10.56,33.72,36.38,-1558.42,-734.89,-7510.26,High,3115.14,3,2.54,1024.72,32307.94,3395.37,9765.66,9.45,1846.56,1663.02,59.58,701.01,0.15,-98.94,-281.04,16.34,26.34,3,267.11
223.62,1140.42,191.57,Rest,-58.61,-1634.58,12.85,45.88,-11.1,51.66,58.2,21.76,-1893.86,-530.57,-8214.9,Medium,5068.56,4,1.18,791.08,14339.84,3768.45,20075.01,18.29,1741.02,758.25,83.44,-5398.98,0.48,72.18,-158.3,5.96,28.14,3,347.54
241.98,3287.01,183.34,Europe,16.79,-184.46,14.02,46.6,-15.75,20.66,-39.42,31.94,-1769.54,-724.87,-6492.6,Very low,2834.25,6,8.43,1118,6112.3,4891.95,14388.33,26.79,2200.44,2524.14,59.3,-30356.34,0.17,-47.85,-201.8,3.98,18.45,6,-8.93
215.36,4627.29,161.06,UK,-4.02,-1078.18,18.59,55.28,-9.1,21.36,-36.14,38.18,-2467.2,-1064.55,-7855.14,High,5317.47,7,1.33,639.39,18126.18,4558.98,25030.59,20.79,1971.51,964.74,70.14,-17965.83,6.25,-9.57,-234.46,8.62,17.07,2,275.5
213.2,2733.57,234.7,Rest,-2.15,-672.26,16.81,43.2,-13.18,23.96,16.1,33.12,-1124.4,-640.34,-4610.43,Low,1406.04,9,2.09,1061.4,13899.76,2844.57,25109.34,16.67,2107.68,106.59,72.32,-6758.73,0.01,-230.49,-137.42,5.32,23.49,5,420.47
187.68,2217,122.51,UK,-8.05,-1855.98,16,62.4,-10.78,28.62,-15.58,30.04,-2152.68,-354.21,-7698.39,Medium,3489.78,3,5.38,631.29,18072.64,3569.22,13412.16,16.61,1778.91,2432.46,67.98,-7942.77,0.09,-40.5,-158.58,1.48,20.4,5,17.32
157.8,3519.03,182.24,USA,-45.21,-950.32,29.12,60.98,-8.35,23.7,93,32.62,-1914.76,-326.77,-8211.66,Very low,2039.67,2,3.24,1004.79,21397.48,1962.96,26029.5,18.19,2894.94,1511.91,57.78,-11894.37,228.44,-57.93,-187.76,6.78,34.68,2,2.19
150.92,2381.31,154.34,Europe,0.71,-1440.66,14.54,57.34,-13.31,24.54,-1,19.94,-1499.34,-1234.84,-5894.46,Very low,2896.47,1,7.95,709.52,19538.58,3785.19,37266.06,17.08,3634.47,1656.48,69.4,-25098.9,37.48,-37.92,-232.48,20.18,26.76,6,-8.93
199.2,2547.12,258.1,Europe,-64.94,-857.74,7,54.06,-9.15,27,55.12,51.2,-2250.4,-1354.59,-7913.94,High,3159.72,2,2.05,317.58,9734.08,2081.67,24498.96,14.92,1744.41,3410.79,59.84,-20950.62,17.37,-114.48,-182.2,19.3,48.6,1,397.74
259.78,1518.72,183.55,USA,13.04,-558.1,14.02,54.98,-9.81,28.06,49.74,60.92,-1081.82,-839.23,-9514.53,Very low,2204.94,3,7.27,1265.31,14010.66,2909.19,10534.41,25.1,5329.98,2939.94,67.74,-7659.48,0.49,-18.06,-238.22,10.56,46.47,5,-8.93
134.68,2156.82,240.85,UK,-32.93,-1122.48,16.04,54.78,-18.94,24.04,-69.36,31.08,-2735.4,-914.03,-7503.09,Very low,4896.15,3,5.22,1207.59,32815.46,3883.41,33613.71,18.96,2505.72,665.07,69.36,-13243.95,0.08,25.05,-229.54,7.42,26.07,4,86.66
190.18,1842.72,136.03,USA,-10.97,-1060.02,14.61,56.44,-11.57,33.68,-83.1,19.44,-2074.78,-843.22,-7960.74,High,2055.09,5,3.76,444.6,31165.36,3279.72,28355.67,11.61,2961.27,441.09,62.98,-19609.5,0.01,-103.65,-183.44,0.78,19.14,2,674.35
182.34,3742.86,174.14,UK,-10.06,66.66,13.92,57.78,-8.66,25.5,-40.88,35.48,-601.46,-755.25,-2789.4,Very low,1230.99,5,3.92,573.46,14946.22,3920.94,29403.45,20.13,3171.93,-334.14,59.2,-20723.22,0.76,-33.3,-277.88,0.5,21.06,4,-4.26
202.88,3259.92,208.47,Europe,27.18,-1030.86,15.46,54.98,-9.34,22.18,-102.16,31.82,-588.14,-1073.86,-5120.04,Low,-78.03,5,4.26,521.36,3487.86,3635.25,22313.19,12.33,3560.73,911.46,70.84,-6154.14,35.04,6,-126.92,9.74,41.55,6,-8.93
151.2,3089.76,218.84,Europe,-21.7,-2321.16,18.43,64.26,-14.1,23.34,3.02,22.42,-195.88,-709.71,-7375.38,Very high,4282.95,4,1.19,1179.31,16855.46,3203.7,22406.22,18.43,2901.24,1130.49,78.66,-17182.38,0.12,-292.77,-177.2,7.92,21.9,4,561.98
136.64,2436.24,164.45,Europe,-30.57,-832.58,10.32,55.98,-5.62,28.82,17.64,38.64,-1681.68,-1036.42,-6610.59,Medium,2732.85,2,6.57,974.26,38372.44,4183.92,3404.4,17.42,1666.23,1273.29,63.64,-2995.65,2.55,-3.48,-218.24,6.56,26.28,4,-8.93
52.12,2774.52,160.57,USA,-0.14,-816.36,12.53,47.66,-9.65,20.7,60.34,45.12,-2491.06,-346.24,-7866.09,High,3798.96,8,1.67,1341.5,12214.68,3466.02,23967.33,19.92,2769.42,2278.65,76.42,-14835.09,6.24,-118.71,-224.56,5.38,22.59,5,704.54
251.2,2435.34,182.66,USA,-103.4,-1709.88,15.41,52.72,-8.69,29.54,101.2,31.04,-1761.6,-1459.62,-7496.1,Very high,3089.4,4,0.67,784.94,24464.6,3907.68,31431.99,23.26,2066.19,1977.9,69.16,3118.08,0,-130.59,-91.18,7.66,27.06,7,394.8
121.22,3395.1,150.14,Europe,-81.84,-1344.1,20.6,51.66,-7.36,24.72,23.08,27.48,-2231.5,-1118.01,-7647.63,Low,1752.09,5,1.9,1292.37,18464.82,5097.12,35444.67,15.22,2971.83,-334.47,69.12,-15666.96,0.03,-153.09,-208.2,6.26,38.22,4,28.96
65.94,3328.68,253.78,USA,143.22,-791.36,12.05,46.48,-9.74,28.24,-15.62,35.28,-1461.68,-892.8,-6608.88,Very high,2654.7,3,4.79,758,16105.74,3388.53,36525.06,17.35,3225.78,2581.74,71.34,-5246.97,0.29,-169.92,-208.5,3.66,33.78,5,97.54
147.58,2773.17,176.6,Rest,-12.13,-650.16,14.7,59.86,-9.37,30.04,31.16,33.58,-2106.68,-660.81,-8272.11,Medium,2523.72,6,1.45,1139.94,15332.82,3304.5,19429.95,16.43,3421.14,1510.41,79.74,5731.53,1.15,147.69,-118.5,19.92,13.08,1,473.04
152.26,1475.04,231.54,Europe,-10.46,-1167.02,21.19,43.06,-8.71,17.12,61.38,31.48,-2656.9,-587.27,-7442.61,Very low,3177.87,4,3.73,1119.92,3138.14,3444.24,18013.53,19.52,2801.1,844.26,72.3,-9524.22,4.27,-116.64,-177,4.3,25.14,1,201.12
178.68,1466.46,246.16,UK,-44.37,-347.42,19.76,15.08,-9.94,33.16,-64.54,32.7,-1151.12,-279.3,-7446.96,Very high,1840.11,4,5.73,668.37,15159.26,4947.3,8078.1,17.64,1864.29,1483.26,73.02,10155.45,2.68,-74.28,-236.26,8.74,35.28,5,97.95
216.94,3688.5,254.31,USA,-4.49,-1021.78,9.33,61.18,-9.01,25.24,-66.54,36.7,-1194.02,-421.34,-7538.31,Medium,2646.33,5,2.01,757.57,24023.88,2451.9,20200.02,11.46,2635.77,1315.83,74.78,-9438.81,1.52,-222.24,-172.86,4.7,27.63,5,356.27
169.88,2443.38,302.84,USA,-89.83,-634.4,23.49,55.82,-12.37,11.36,60.5,29.86,-823.24,-928.74,-7074.18,Very low,2514,5,5.82,594.6,28428.18,2927.97,24669.96,18.16,1710.81,1617.21,62.54,-20088.54,0.93,-60.39,-260.54,7.34,19.92,2,195.81
165.74,2231.64,238.14,Rest,-20.26,234.28,18.08,48.9,-11.37,31.02,-10.84,29.66,-1564.28,-432.35,-6527.55,Very high,808.62,1,5.41,-183.7,15214.04,4375.2,14433.51,16.99,2873.16,2434.44,69.36,-14829.75,6.96,3.87,-58.96,6.04,21.39,4,113.21
90.04,2274.99,193.14,USA,-3.59,-296.76,16.5,47.94,-10.81,23.9,18.3,38.12,-1878.8,-938.62,-8629.56,High,3614.25,5,7.5,585.15,18945.78,2718.9,33609.42,19.56,2369.04,710.7,75.24,-16205.1,0.31,-144.27,-230.54,8.74,35.19,5,10.49
75.88,3844.53,169.06,USA,-56.57,-1354.4,12.24,38,-7.89,21.5,-3.54,15.46,-827.38,-699.3,-10010.43,Very high,2058.99,3,5.04,819.22,4768.76,4078.59,34077.9,20.47,4155.99,3035.01,70.96,-15996.84,0.01,-145.62,-164.94,13.3,18.39,5,-8.93
209.1,956.46,164.25,USA,-10.63,-647.56,15.27,48.36,-12.88,23.44,153.3,41.16,-3037.52,-1000.78,-6918.93,High,1256.43,4,1.29,373.5,29868.24,3931.71,24000.36,20,2894.43,-361.56,71.86,-1529.28,10.19,-58.41,-263.4,3.86,31.29,2,743.49
295.94,3465.54,177.62,Rest,-132.3,-947.22,12.83,54.72,-11.26,25.92,-19.84,45.96,-1543.8,-1317.54,-7931.7,Very low,1985.82,4,2.25,930.76,25261.16,2754.87,30157.44,20.55,2030.85,2455.41,72.88,-18375.21,42.65,-31.47,-232.2,21.86,25.23,5,52.15
166.96,3038.97,143.31,USA,-11.69,-79.8,16.64,52.62,-9.85,17.9,37.68,30.44,-1420.36,-1064.06,-6739.86,High,2725.59,4,7.93,1350.31,1634.76,4290.33,21160.56,25.22,2417.58,962.1,69.9,-17493.24,1.22,-64.05,-166.5,10.08,33.78,4,-0.4
172.9,2539.77,191.85,USA,41.45,-713.38,14.59,74.58,-5.27,18.18,-57.46,35.68,-4682.18,-1220.43,-6689.16,High,2393.55,3,8.43,682.18,18016.3,3380.37,27594.45,22.21,1524.72,232.8,84.62,-1750.38,0.98,-35.43,-198.42,11.4,25.35,1,-8.93
296.32,3274.62,213.85,USA,182.08,-896.74,16.83,37.76,-10.69,26.38,-71.58,38.02,-2275.48,-609.23,-7920.99,Low,2103.21,6,2.55,739.34,21128.02,3418.98,18741.48,21.96,1933.68,1432.29,53.62,-6907.35,78.39,-50.76,-171.5,16.42,39.36,3,633.29
214.48,1215.18,243.65,Europe,-27.11,-673.98,13.49,66.36,-13.35,23.94,-11.74,43.8,-1338.68,-1380.9,-8999.25,Low,2698.74,3,1.8,267.47,8300.28,2840.61,15934.23,15.44,2308.65,139.98,50.06,2381.55,118.45,-101.64,-142.02,16.58,16.32,7,200.13
196.2,2298.9,202.62,USA,25.95,-109.62,15.6,52.94,-13.06,28.2,-47.7,34,-1442.62,-608.27,-7059.72,High,2771.28,2,5.46,553.51,13413.36,2378.94,12914.04,17.19,3428.4,2557.26,71.88,-4551.66,2.28,-208.05,-148.54,7.54,27.54,3,466.57
127.9,3556.41,166.54,USA,-5.36,-132.9,15.67,38,-9.95,21.08,69.4,26.84,-1687.74,-582.68,-7894.56,Very low,1956.33,3,7.21,580.16,11705.98,3014.28,20286.09,12.35,4468.32,1162.74,68.76,-22389.66,2.9,-116.97,-201.84,6.08,17.01,1,-8.93
148,3015.03,204.75,Rest,0.03,-535.52,15.33,53.34,-8.42,28.54,94.36,29.36,-237.76,-575.21,-7574.37,Low,1408.23,4,1.96,578.09,12588.86,5781.15,15324.54,17.84,1936.89,1754.67,70.8,-13111.95,0.68,-152.22,-70.06,9.44,6.54,5,81.8
170.46,3315.57,242.7,UK,-6.48,-1246.88,20.03,54.94,-9.35,23.64,10.12,36.96,-1717.12,-105.09,-7734.66,Very low,1000.26,10,3.06,938.04,7692.22,4783.44,13993.8,22.21,4047.24,-3031.23,70.26,-16566.15,3.79,-44.94,-148.12,6.86,27.57,2,225.87
225.08,479.73,244.16,Rest,-7.33,-216.24,15.32,56.46,-18.12,29.4,35.18,17.02,-925.28,-467.81,-5065.59,Medium,2050.47,6,0.68,1085.44,16452.04,2856.96,20501.19,14.23,4127.43,1038.51,66.68,-12351.75,36.29,34.8,-225.22,9.42,32.91,2,699.37
218.34,1446.51,184.79,Europe,-1.05,-473.16,19.03,52.92,-8.14,21.68,-7.64,48.14,-1153.06,-1163.45,-7067.49,Medium,2132.31,3,3.96,859.55,13892.2,2925.93,25467.87,14.19,4412.67,2396.34,80.18,-12236.94,4.8,-64.95,-165.62,6.68,24.27,7,-8.93
126.48,3243.54,194.1,UK,-2.06,-982.56,13.57,51.32,-11.42,37.02,6.9,56.34,-1590.76,-1099.3,-8145.69,Low,1856.04,6,5.01,335.44,21178.76,3009.78,16905.45,18.69,4036.65,762.57,71.5,-1390.95,0.01,27.33,-167.58,22.36,34.47,5,64.28
141.86,1600.44,206.06,Europe,-43.8,1281.5,16.9,49.28,-9.6,33.98,41.18,32.24,-1916.82,-665.98,-9708.36,Medium,2019.45,2,1.92,1143.39,21315.2,2527.83,30469.74,16.96,2946.03,623.04,67.96,-26515.56,0.95,-87.45,-198.8,2.1,35.49,2,210.2
345.32,2211.42,193.63,Rest,38.23,-64.32,15.82,49.38,-6.03,27.78,-75.88,54.16,-845.54,-544.21,-3573.36,Medium,2430.06,4,5.22,662.81,19210.06,3382.23,7321.05,14.01,4251.15,1753.29,67.4,1537.98,3.13,-206.07,-161.14,7.5,26.91,3,72.46
317.16,3163.92,207.71,Rest,-90.89,-331.6,9.1,51.9,-12.96,21.72,23.62,38.7,-1638.3,-839.12,-7393.56,Medium,1481.25,7,6.09,837.27,12202.92,2713.95,24491.85,18.69,3392.19,3011.49,72.26,-16766.52,0.53,-90.42,-301.22,1.74,21.78,9,24.33
73.54,3114.63,185.03,Rest,-46.77,-310.66,15.4,51.08,-6.61,27.64,54.24,46.12,1713.62,-999,-7375.32,Medium,2558.52,6,1.39,1179.1,19396.04,3424.17,21494.64,20.42,3352.44,1994.1,58.3,-11235.84,1.38,42.57,-95.88,22.76,29.31,7,71.09
287.3,2850.12,192.81,Rest,-22.63,-260.34,16.88,53.36,-7.17,27.84,102.02,42.28,-2883.34,-900.5,-7787.37,High,2481.9,2,8.3,607.7,14603.32,2593.14,27645.45,17.72,3594,2101.98,72.94,-24401.04,1.6,-159.72,-232.08,2.74,33.6,3,-8.93
145.78,628.08,192.5,Europe,93.62,-451.62,14.38,57.5,-6.77,27.32,10.16,35.86,-1748.5,-434.36,-5972.91,Medium,2039.49,2,7.03,760.52,14096.14,2916.33,33358.62,17.95,1620.39,1849.29,64.52,-21882.72,0.99,-211.83,-215.08,17.34,29.85,6,-8.93
264.5,828.63,194.81,UK,13.08,-722.76,13.34,66.26,-10.93,29.3,-40.34,24.46,-2100.56,-865.4,-7887.09,Very high,1552.11,5,2.56,745.63,13314.62,4084.59,25650,14.11,2328.48,2936.19,73.64,-12062.49,32.88,41.04,-257.84,13.56,27.81,8,76.89
179.8,3302.04,202.2,UK,-18.9,-1433.4,15.26,50.68,-9.62,32.56,19.68,36.84,2159.34,-779.78,-7537.32,Low,289.56,1,0.33,738.41,16012.14,2723.16,4231.41,23.7,1492.14,3309.33,70.7,-29750.07,7.9,7.92,-132.68,5.98,27.84,3,62.41
177.24,2598.63,211.19,Rest,0.37,-940.32,24.24,41.78,-11.99,24.92,15.18,46.64,-1853.8,-765.01,-6265.68,Low,530.46,4,6.47,386.27,12706.48,3398.67,27007.83,17.99,2540.46,2160.99,71.24,-9194.76,0.75,-138.96,-201.72,3.42,26.76,2,128.48
229.84,2075.4,186.17,USA,56.67,-937.52,14.15,57.8,-5.73,34.06,12.34,36.78,-2060.48,-878.46,-10545.99,Very high,2743.02,6,3.58,1021.9,11260.02,1415.46,34383.33,18.28,3256.83,3156.81,76.06,-11811.06,2.57,-129.21,-171.24,13.36,39.24,3,400.99
124.62,3104.22,176.27,UK,-1.52,-403.66,8.75,51.08,-11.73,36.1,-75.92,43.6,-1174.76,-963.72,-7768.17,Medium,1918.71,4,0.76,623.4,42481.5,3720.33,22025.52,15.57,2955.99,1112.7,64.94,-8638.47,2.62,6.18,-233.56,3.7,23.73,2,249.07
86.8,4322.22,163.05,UK,-36.39,-340.26,19.63,43.3,-5.63,27.52,-76.8,29.6,-1858.24,-1375.85,-8344.89,Very high,3219.6,5,1.32,773.39,21441.36,3804.06,12121.83,25.61,2772.03,541.83,71.46,-17981.22,10.03,6.33,-91.12,4.8,11.7,3,159.93
279.16,3428.73,228.89,Europe,32.11,238.94,19.07,47.82,-4.86,6.78,-41.68,38.5,-1520.32,-1189.22,-7353.99,Medium,3450.15,5,0.96,674.27,13324.9,2168.94,21757.17,20.23,3308.04,1332.78,71.98,-11417.34,0.37,20.52,-103.78,6.02,30.84,2,347.33
194.2,1245.3,193.75,UK,-1.31,-394.48,16.06,45.6,-12.05,29.56,127.4,35.2,-1820.82,-595.93,-8826.96,Very high,2117.97,1,3.13,506.66,21417.54,3432.3,14224.89,16,2169.15,2234.55,80.2,-14310.54,8.68,-130.02,-181.3,13.7,32.31,6,57.43
81.24,3180.24,156.17,Europe,-23.6,-1364.78,16.6,57.86,-12.35,35.84,-35.98,33.54,-2.64,-232.16,-8099.67,Very low,4637.64,2,1.3,803.99,24076.34,2634.51,23771.28,15.78,2240.76,646.98,67.82,-19100.85,0.01,-23.01,-278.98,1.76,18.18,2,305.5
144.86,2156.97,162.57,USA,27.47,-328.7,18.53,49.02,-11.83,21.62,-14.48,27.88,-1739.48,-1294.97,-6734.04,Very low,2640.18,6,0.7,178.66,7526.62,2506.47,32946.48,18.58,3023.37,3300.54,79.9,-28107.45,6.8,-220.41,-139.82,16.1,17.7,6,216
229.42,1420.53,199.95,USA,-239.21,-926.54,14.15,50.44,-5.99,29.2,43.72,46.96,-1890.38,-1030.34,-2805.69,High,3056.04,5,2.79,1068.89,11771.24,3964.8,30358.89,18.24,3885.96,497.4,73.48,-21115.62,4.34,-115.83,-250.8,5.52,26.01,4,122.92
50.2,2118.51,191.62,Rest,-86.75,-965.66,12.9,47.36,-8.08,25.48,-58.48,41.84,-1503.14,-468.07,-7649.1,High,1971.87,6,5.65,969.6,6819.9,2167.47,22593.21,22.66,4142.25,1913.4,78.5,-11523,1.2,-119.31,-120.92,6.66,33.72,4,135.39
142.9,2740.02,216.27,UK,-25.44,-664.94,15.97,44.64,-14.29,15.78,99.7,35.02,-663.4,-432.08,-8823.45,Low,2768.1,7,10.03,1073.04,15358.28,2327.25,31670.58,18.89,1088.22,1883.4,70.28,-13869.96,0.01,-261.21,-126.5,7.5,22.74,4,21.7
200.88,3055.05,185.33,USA,-28.73,162.98,15.58,58.62,-11.43,14.22,-101.28,51.54,-3077.9,-966.89,-5620.83,High,742.98,2,1.59,427.43,7164.96,2235.54,19058.49,17.44,1361.67,3674.34,59.84,-20416.62,0.85,29.7,-229.82,29.28,43.23,2,638.25
267.1,3711.99,252.24,Europe,-19.76,-634.32,21.2,63.34,-8.74,27.68,107.08,35.1,-1946.18,-684.95,-6045.45,Medium,1714.23,3,5.35,653.22,9253.32,3043.17,22949.97,17.84,1849.14,1889.85,59.1,-22337.58,1.09,41.07,-262.96,17.5,35.1,3,-8.93
189.36,3144.09,169.31,USA,-22.89,-1316.68,9.4,57.28,-7.58,27.12,-2.3,41.18,-3524.66,-803.33,-7005.9,High,3240.45,1,3.31,1148.76,17357.94,3595.32,24953.58,19.38,2525.79,1048.83,86.1,-15775.47,10.39,-229.92,-91.46,10.4,18.3,1,182.58
118.5,2516.7,195.69,UK,-30.01,-575.64,13.91,51.96,-16.04,15.58,-74.44,39.14,-1791.26,-671.71,-6936.93,Very low,3816.36,3,3.9,1100.54,6177.84,2703.87,34035.93,15.75,2653.53,3729.81,71.34,9562.14,22.51,-51.51,-96.8,10.58,40.5,1,188.22
226.22,3043.26,208.56,UK,59.97,-409.2,12.73,53.64,-7.35,23.9,15.88,27.26,-1350.82,-604.34,-7415.01,Very low,2544.57,4,1.57,1057.7,12022.46,4251.69,27416.73,17.43,3030.99,204.06,74.44,-16914.15,0.05,-212.94,-269.9,6.8,30.18,1,64.44
241.46,1301.4,119.52,USA,25.94,-188.3,16.08,57.38,-14.72,26.8,7.34,58.78,-2046.8,-836.98,-7187.85,Very high,3619.26,3,2.48,836.05,23430.74,3148.8,23067.57,14.99,1985.46,1652.28,69.28,-5498.16,0.1,-47.13,-142.74,10.32,35.79,2,744.29
153.44,2536.29,196.59,UK,-18.1,-930.86,11.21,54.3,-15.61,27.96,25.04,20.44,-1311.42,-1027.49,-5168.94,Very high,2310.54,1,0.73,341.26,13098.34,4477.86,29046.63,18.52,4067.88,3530.73,64.8,-2411.04,30.05,1.71,-218.42,4.1,24.54,11,49.61
178.42,4505.4,203.76,UK,-23.18,-652.8,14.45,54.92,-13.99,30.78,-30.82,25.88,-1480.32,-773.68,-7976.61,High,2250.15,6,1.13,1005.42,17050.02,4098.9,23071.32,14.71,2365.17,607.74,72.16,23.31,0.14,-56.58,-238.04,8.72,28.98,4,346.28
181.36,3142.35,199.62,Europe,-36.4,-146.46,14.87,48.94,-7.42,19.64,-81.56,38.2,-2780.6,-1517.08,-7061.31,Low,3178.35,0,3.65,816.9,17728.44,2503.71,31290.81,18.77,2913.42,2589.96,73.82,-26493.39,0.06,-155.22,-132.84,9.12,18.33,6,-8.93
237.74,2286.39,161.93,USA,-66.57,-1124.28,26.95,57.14,-12.96,20.06,78.72,29.92,-1254.1,-772.48,-8094.96,High,2834.88,4,4.17,903.65,23271.88,3062.22,31461.12,4.25,2912.94,964.41,83.98,-18207.57,0.27,-210.21,-116.24,6.98,27.99,3,578.43
140.02,2780.46,178.33,Europe,12.16,-249.58,15.17,54.52,-10.41,28.42,92.66,42.02,-1827.16,-696.98,-7480.59,High,2781.9,3,5.52,808.69,12086.92,2735.61,5752.77,11.56,4817.37,830.79,59.96,-13975.86,40.79,27.27,-220.66,7.86,17.37,5,56.86
38.46,3205.74,207.57,UK,-82.06,-741.28,22.48,52.78,-7.5,22.8,114.74,40.68,-1539.98,-651.09,-7016.52,Very high,1638.66,5,9.82,442.07,10919.98,2303.22,29566.92,11.09,2875.17,2083.95,70.2,-20181.99,0.01,-39.27,-210.98,6.46,29.04,3,-8.93
189.7,1812.15,168.54,Europe,-3.95,-580.9,16.03,56.48,-6.76,10.7,-29.88,37.24,-1026.34,-952.98,-10841.46,Very high,2106.63,4,7.46,-2.71,2204.68,3308.22,29295.51,18.04,3158.07,1944.99,70.68,-22649.25,0.49,-45.66,-174.42,10.78,27.36,2,-8.93
